promRT_mhd23
it   t   dt    rho m1 m2 m3 e b1 b2 b3 psi tr d1 d2 d3 d4      c1 c2 c3 n1 n2 n3
      0  0.00000E+00  0.73128E-04  0.18340E+07  0.66684E-30  0.22237E-34  0.00000E+00  0.27701E+05  0.12530E+02  0.12530E+02  0.00000E+00  0.00000E+00 -0.20000E+00  0.27689E+05  0.18000E+01  0.80000E-02  0.69163E-15  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
     29  0.10000E-01  0.38488E-03  0.18349E+07  0.10448E-01  0.13408E+01  0.00000E+00  0.27713E+05  0.12530E+02  0.12530E+02  0.00000E+00  0.22192E-09 -0.19906E+00  0.27699E+05  0.18000E+01  0.71953E-02  0.41725E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
     55  0.20000E-01  0.38488E-03  0.18358E+07  0.76558E-01  0.30413E+01  0.00000E+00  0.27724E+05  0.12530E+02  0.12530E+02  0.00000E+00  0.72097E-08 -0.19836E+00  0.27709E+05  0.18000E+01  0.66451E-02  0.49273E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
     81  0.30000E-01  0.38488E-03  0.18366E+07  0.24212E+00  0.47528E+01  0.00000E+00  0.27735E+05  0.12530E+02  0.12530E+02  0.00000E+00  0.25158E-07 -0.19766E+00  0.27718E+05  0.18000E+01  0.61296E-02  0.50789E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
    107  0.40000E-01  0.38488E-03  0.18374E+07  0.56066E+00  0.64352E+01  0.00000E+00  0.27746E+05  0.12530E+02  0.12530E+02  0.00000E+00  0.90916E-08 -0.19694E+00  0.27727E+05  0.18000E+01  0.56891E-02  0.52488E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
    133  0.50000E-01  0.38487E-03  0.18383E+07  0.10197E+01  0.80665E+01  0.00000E+00  0.27757E+05  0.12530E+02  0.12530E+02  0.00000E+00  0.35133E-07 -0.19619E+00  0.27735E+05  0.18000E+01  0.53752E-02  0.53646E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
    159  0.60000E-01  0.38487E-03  0.18391E+07  0.15696E+01  0.96453E+01  0.00000E+00  0.27767E+05  0.12530E+02  0.12530E+02  0.00000E+00  0.12106E-06 -0.19539E+00  0.27744E+05  0.18000E+01  0.51540E-02  0.54833E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
    185  0.70000E-01  0.38487E-03  0.18399E+07  0.21677E+01  0.11181E+02  0.00000E+00  0.27778E+05  0.12530E+02  0.12530E+02  0.00000E+00  0.18738E-06 -0.19456E+00  0.27752E+05  0.18000E+01  0.49961E-02  0.56336E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
    211  0.80000E-01  0.38487E-03  0.18408E+07  0.27824E+01  0.12689E+02  0.00000E+00  0.27788E+05  0.12531E+02  0.12530E+02  0.00000E+00  0.21979E-06 -0.19369E+00  0.27760E+05  0.18000E+01  0.47644E-02  0.57917E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
    237  0.90000E-01  0.38487E-03  0.18416E+07  0.33894E+01  0.14179E+02  0.00000E+00  0.27797E+05  0.12531E+02  0.12530E+02  0.00000E+00  0.26014E-06 -0.19279E+00  0.27767E+05  0.18000E+01  0.45776E-02  0.59502E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
    263  0.10000E+00  0.38487E-03  0.18424E+07  0.39737E+01  0.15658E+02  0.00000E+00  0.27807E+05  0.12531E+02  0.12531E+02  0.00000E+00  0.31080E-06 -0.19186E+00  0.27775E+05  0.18001E+01  0.44419E-02  0.61062E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
    289  0.11000E+00  0.38487E-03  0.18432E+07  0.45283E+01  0.17126E+02  0.00000E+00  0.27816E+05  0.12531E+02  0.12531E+02  0.00000E+00  0.32757E-06 -0.19089E+00  0.27782E+05  0.18001E+01  0.43422E-02  0.62583E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
    315  0.12000E+00  0.38486E-03  0.18440E+07  0.50516E+01  0.18582E+02  0.00000E+00  0.27825E+05  0.12531E+02  0.12531E+02  0.00000E+00  0.33386E-06 -0.18988E+00  0.27789E+05  0.18001E+01  0.42677E-02  0.64055E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
    341  0.13000E+00  0.38485E-03  0.18449E+07  0.55440E+01  0.20021E+02  0.00000E+00  0.27834E+05  0.12531E+02  0.12531E+02  0.00000E+00  0.32217E-06 -0.18886E+00  0.27796E+05  0.18001E+01  0.41375E-02  0.65471E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
    367  0.14000E+00  0.38484E-03  0.18457E+07  0.60067E+01  0.21438E+02  0.00000E+00  0.27843E+05  0.12531E+02  0.12531E+02  0.00000E+00  0.32509E-06 -0.18780E+00  0.27803E+05  0.18001E+01  0.40376E-02  0.66823E-01  0.85333E+00  0.77778E-01  0.68889E-01   192    70   248
