promRT_mhd23
it   t   dt    rho m1 m2 m3 e b1 b2 b3 psi tr d1 d2 d3 d4      c1 c2 c3 n1 n2 n3
    497  0.19000E+00  0.38485E-03  0.21308E+07  0.92729E+02  0.20933E+04  0.00000E+00  0.33362E+05  0.12536E+02  0.12533E+02  0.00000E+00  0.37009E-07  0.12490E-01  0.31163E+05  0.18001E+01  0.36801E-02  0.16794E+00  0.83111E+00  0.91111E-01  0.77778E-01   187    82   280
    523  0.20000E+00  0.38485E-03  0.21464E+07  0.10351E+03  0.21870E+04  0.00000E+00  0.33617E+05  0.12536E+02  0.12534E+02  0.00000E+00 -0.33782E-07  0.24598E-01  0.31314E+05  0.18001E+01  0.36878E-02  0.16794E+00  0.83111E+00  0.91111E-01  0.77778E-01   187    82   280
    549  0.21000E+00  0.38485E-03  0.21619E+07  0.11492E+03  0.22787E+04  0.00000E+00  0.33868E+05  0.12537E+02  0.12534E+02  0.00000E+00 -0.57233E-07  0.36831E-01  0.31461E+05  0.18001E+01  0.36872E-02  0.16793E+00  0.83111E+00  0.91111E-01  0.77778E-01   187    82   280
    575  0.22000E+00  0.38485E-03  0.21775E+07  0.12695E+03  0.23682E+04  0.00000E+00  0.34115E+05  0.12538E+02  0.12535E+02  0.00000E+00 -0.13938E-06  0.49191E-01  0.31607E+05  0.18001E+01  0.36839E-02  0.16792E+00  0.82667E+00  0.94444E-01  0.78889E-01   186    85   284
    601  0.23000E+00  0.38484E-03  0.21931E+07  0.13962E+03  0.24555E+04  0.00000E+00  0.34359E+05  0.12539E+02  0.12536E+02  0.00000E+00 -0.27525E-06  0.61677E-01  0.31751E+05  0.18001E+01  0.36836E-02  0.16789E+00  0.82667E+00  0.94444E-01  0.78889E-01   186    85   284
    627  0.24000E+00  0.38484E-03  0.22086E+07  0.15291E+03  0.25408E+04  0.00000E+00  0.34599E+05  0.12540E+02  0.12536E+02  0.00000E+00 -0.34920E-06  0.74291E-01  0.31892E+05  0.18001E+01  0.36746E-02  0.16786E+00  0.82667E+00  0.93333E-01  0.80000E-01   186    84   288
    653  0.25000E+00  0.38484E-03  0.22242E+07  0.16683E+03  0.26240E+04  0.00000E+00  0.34835E+05  0.12541E+02  0.12537E+02  0.00000E+00 -0.46489E-06  0.87043E-01  0.32031E+05  0.18001E+01  0.36591E-02  0.16781E+00  0.82667E+00  0.93333E-01  0.80000E-01   186    84   288
    679  0.26000E+00  0.38484E-03  0.22397E+07  0.18137E+03  0.27052E+04  0.00000E+00  0.35067E+05  0.12543E+02  0.12538E+02  0.00000E+00 -0.67183E-06  0.99932E-01  0.32168E+05  0.18001E+01  0.36561E-02  0.16777E+00  0.82667E+00  0.93333E-01  0.80000E-01   186    84   288
    705  0.27000E+00  0.38484E-03  0.22553E+07  0.19655E+03  0.27843E+04  0.00000E+00  0.35297E+05  0.12544E+02  0.12539E+02  0.00000E+00 -0.78473E-06  0.11296E+00  0.32303E+05  0.18001E+01  0.36616E-02  0.16772E+00  0.82667E+00  0.93333E-01  0.80000E-01   186    84   288
    731  0.28000E+00  0.38484E-03  0.22708E+07  0.21235E+03  0.28615E+04  0.00000E+00  0.35523E+05  0.12545E+02  0.12540E+02  0.00000E+00 -0.87798E-06  0.12613E+00  0.32436E+05  0.18001E+01  0.36715E-02  0.16768E+00  0.82222E+00  0.94444E-01  0.83333E-01   185    85   300
    757  0.29000E+00  0.38483E-03  0.22863E+07  0.22877E+03  0.29366E+04  0.00000E+00  0.35745E+05  0.12547E+02  0.12541E+02  0.00000E+00 -0.10688E-05  0.13945E+00  0.32567E+05  0.18001E+01  0.36776E-02  0.16765E+00  0.82222E+00  0.93333E-01  0.84444E-01   185    84   304
    783  0.30000E+00  0.38483E-03  0.23019E+07  0.24581E+03  0.30098E+04  0.00000E+00  0.35964E+05  0.12549E+02  0.12542E+02  0.00000E+00 -0.12241E-05  0.15291E+00  0.32696E+05  0.18001E+01  0.36587E-02  0.16761E+00  0.82222E+00  0.92222E-01  0.85556E-01   185    83   308
    809  0.31000E+00  0.38483E-03  0.23174E+07  0.26348E+03  0.30809E+04  0.00000E+00  0.36180E+05  0.12550E+02  0.12543E+02  0.00000E+00 -0.13606E-05  0.16651E+00  0.32823E+05  0.18001E+01  0.36471E-02  0.16760E+00  0.82222E+00  0.91111E-01  0.86667E-01   185    82   312
    835  0.32000E+00  0.38483E-03  0.23329E+07  0.28179E+03  0.31499E+04  0.00000E+00  0.36393E+05  0.12552E+02  0.12544E+02  0.00000E+00 -0.15429E-05  0.18025E+00  0.32949E+05  0.18002E+01  0.35812E-02  0.16760E+00  0.82222E+00  0.91111E-01  0.86667E-01   185    82   312
    861  0.33000E+00  0.38483E-03  0.23484E+07  0.30071E+03  0.32169E+04  0.00000E+00  0.36603E+05  0.12554E+02  0.12545E+02  0.00000E+00 -0.17545E-05  0.19414E+00  0.33073E+05  0.18002E+01  0.35539E-02  0.16759E+00  0.82222E+00  0.90000E-01  0.87778E-01   185    81   316
    887  0.34000E+00  0.38482E-03  0.23639E+07  0.32026E+03  0.32818E+04  0.00000E+00  0.36810E+05  0.12556E+02  0.12546E+02  0.00000E+00 -0.19427E-05  0.20817E+00  0.33195E+05  0.18002E+01  0.35049E-02  0.16759E+00  0.82222E+00  0.90000E-01  0.87778E-01   185    81   316
    913  0.35000E+00  0.38482E-03  0.23794E+07  0.34043E+03  0.33446E+04  0.00000E+00  0.37014E+05  0.12558E+02  0.12548E+02  0.00000E+00 -0.21534E-05  0.22235E+00  0.33316E+05  0.18002E+01  0.34511E-02  0.16760E+00  0.82222E+00  0.90000E-01  0.87778E-01   185    81   316
    939  0.36000E+00  0.38481E-03  0.23949E+07  0.36123E+03  0.34053E+04  0.00000E+00  0.37215E+05  0.12560E+02  0.12549E+02  0.00000E+00 -0.23942E-05  0.23666E+00  0.33436E+05  0.18002E+01  0.34242E-02  0.16760E+00  0.82222E+00  0.90000E-01  0.87778E-01   185    81   316
    965  0.37000E+00  0.38481E-03  0.24104E+07  0.38265E+03  0.34639E+04  0.00000E+00  0.37413E+05  0.12562E+02  0.12550E+02  0.00000E+00 -0.26114E-05  0.25112E+00  0.33554E+05  0.18002E+01  0.33886E-02  0.16760E+00  0.82222E+00  0.90000E-01  0.87778E-01   185    81   316
    991  0.38000E+00  0.38480E-03  0.24259E+07  0.40469E+03  0.35205E+04  0.00000E+00  0.37608E+05  0.12564E+02  0.12552E+02  0.00000E+00 -0.27825E-05  0.26572E+00  0.33670E+05  0.18002E+01  0.33467E-02  0.16761E+00  0.82222E+00  0.90000E-01  0.87778E-01   185    81   316
   1017  0.39000E+00  0.38480E-03  0.24414E+07  0.42736E+03  0.35749E+04  0.00000E+00  0.37801E+05  0.12567E+02  0.12553E+02  0.00000E+00 -0.29999E-05  0.28046E+00  0.33786E+05  0.18002E+01  0.33022E-02  0.16761E+00  0.82222E+00  0.90000E-01  0.87778E-01   185    81   316
   1043  0.40000E+00  0.38480E-03  0.24569E+07  0.45064E+03  0.36273E+04  0.00000E+00  0.37991E+05  0.12569E+02  0.12555E+02  0.00000E+00 -0.32702E-05  0.29534E+00  0.33900E+05  0.18003E+01  0.32859E-02  0.16761E+00  0.82222E+00  0.88889E-01  0.88889E-01   185    80   320
   1069  0.41000E+00  0.38479E-03  0.24724E+07  0.47451E+03  0.36777E+04  0.00000E+00  0.38178E+05  0.12572E+02  0.12557E+02  0.00000E+00 -0.34626E-05  0.31036E+00  0.34013E+05  0.18003E+01  0.32396E-02  0.16760E+00  0.82222E+00  0.86667E-01  0.91111E-01   185    78   328
   1095  0.42000E+00  0.38479E-03  0.24879E+07  0.49898E+03  0.37260E+04  0.00000E+00  0.38362E+05  0.12575E+02  0.12559E+02  0.00000E+00 -0.35983E-05  0.32552E+00  0.34125E+05  0.18003E+01  0.31931E-02  0.16760E+00  0.82222E+00  0.85556E-01  0.92222E-01   185    77   332
   1121  0.43000E+00  0.38479E-03  0.25033E+07  0.52404E+03  0.37721E+04  0.00000E+00  0.38544E+05  0.12578E+02  0.12560E+02  0.00000E+00 -0.37773E-05  0.34083E+00  0.34236E+05  0.18003E+01  0.30904E-02  0.16760E+00  0.82222E+00  0.85556E-01  0.92222E-01   185    77   332
   1147  0.44000E+00  0.38479E-03  0.25188E+07  0.54967E+03  0.38163E+04  0.00000E+00  0.38724E+05  0.12581E+02  0.12562E+02  0.00000E+00 -0.40062E-05  0.35629E+00  0.34346E+05  0.18003E+01  0.30377E-02  0.16759E+00  0.82222E+00  0.83333E-01  0.94444E-01   185    75   340
   1173  0.45000E+00  0.38479E-03  0.25342E+07  0.57587E+03  0.38585E+04  0.00000E+00  0.38901E+05  0.12584E+02  0.12564E+02  0.00000E+00 -0.41507E-05  0.37188E+00  0.34454E+05  0.18003E+01  0.30632E-02  0.16767E+00  0.82222E+00  0.83333E-01  0.94444E-01   185    75   340
   1199  0.46000E+00  0.38479E-03  0.25497E+07  0.60264E+03  0.38985E+04  0.00000E+00  0.39076E+05  0.12587E+02  0.12566E+02  0.00000E+00 -0.42664E-05  0.38762E+00  0.34563E+05  0.18003E+01  0.30211E-02  0.16913E+00  0.82222E+00  0.83333E-01  0.94444E-01   185    75   340
   1225  0.47000E+00  0.38479E-03  0.25651E+07  0.62997E+03  0.39366E+04  0.00000E+00  0.39249E+05  0.12590E+02  0.12568E+02  0.00000E+00 -0.44122E-05  0.40351E+00  0.34670E+05  0.18003E+01  0.30201E-02  0.17006E+00  0.82222E+00  0.81111E-01  0.96667E-01   185    73   348
   1251  0.48000E+00  0.38480E-03  0.25806E+07  0.65785E+03  0.39727E+04  0.00000E+00  0.39419E+05  0.12594E+02  0.12571E+02  0.00000E+00 -0.46387E-05  0.41954E+00  0.34776E+05  0.18003E+01  0.29393E-02  0.17171E+00  0.82222E+00  0.80000E-01  0.97778E-01   185    72   352
   1277  0.49000E+00  0.38480E-03  0.25960E+07  0.68629E+03  0.40069E+04  0.00000E+00  0.39587E+05  0.12597E+02  0.12573E+02  0.00000E+00 -0.48194E-05  0.43572E+00  0.34882E+05  0.18002E+01  0.29283E-02  0.17305E+00  0.82222E+00  0.80000E-01  0.97778E-01   185    72   352
   1303  0.50000E+00  0.38480E-03  0.26114E+07  0.71528E+03  0.40390E+04  0.00000E+00  0.39753E+05  0.12601E+02  0.12575E+02  0.00000E+00 -0.49695E-05  0.45206E+00  0.34987E+05  0.18002E+01  0.29193E-02  0.17405E+00  0.81778E+00  0.83333E-01  0.98889E-01   184    75   356
   1329  0.51000E+00  0.38479E-03  0.26268E+07  0.74481E+03  0.40691E+04  0.00000E+00  0.39918E+05  0.12605E+02  0.12578E+02  0.00000E+00 -0.50607E-05  0.46854E+00  0.35091E+05  0.18002E+01  0.28998E-02  0.17544E+00  0.81778E+00  0.83333E-01  0.98889E-01   184    75   356
   1355  0.52000E+00  0.38479E-03  0.26422E+07  0.77487E+03  0.40974E+04  0.00000E+00  0.40079E+05  0.12609E+02  0.12580E+02  0.00000E+00 -0.52294E-05  0.48517E+00  0.35195E+05  0.18002E+01  0.29319E-02  0.17692E+00  0.81333E+00  0.85556E-01  0.10111E+00   183    77   364
   1381  0.53000E+00  0.38478E-03  0.26576E+07  0.80547E+03  0.41237E+04  0.00000E+00  0.40239E+05  0.12613E+02  0.12583E+02  0.00000E+00 -0.54771E-05  0.50195E+00  0.35298E+05  0.18002E+01  0.28673E-02  0.17817E+00  0.81333E+00  0.83333E-01  0.10333E+00   183    75   372
   1407  0.54000E+00  0.38478E-03  0.26730E+07  0.83660E+03  0.41481E+04  0.00000E+00  0.40397E+05  0.12617E+02  0.12586E+02  0.00000E+00 -0.56549E-05  0.51888E+00  0.35400E+05  0.18002E+01  0.28485E-02  0.17914E+00  0.81333E+00  0.82222E-01  0.10444E+00   183    74   376
   1433  0.55000E+00  0.38478E-03  0.26884E+07  0.86826E+03  0.41706E+04  0.00000E+00  0.40553E+05  0.12622E+02  0.12589E+02  0.00000E+00 -0.57371E-05  0.53596E+00  0.35502E+05  0.18002E+01  0.27957E-02  0.18070E+00  0.81333E+00  0.81111E-01  0.10556E+00   183    73   380
   1459  0.56000E+00  0.38477E-03  0.27038E+07  0.90044E+03  0.41913E+04  0.00000E+00  0.40708E+05  0.12626E+02  0.12592E+02  0.00000E+00 -0.58443E-05  0.55319E+00  0.35603E+05  0.18002E+01  0.28038E-02  0.18223E+00  0.81333E+00  0.80000E-01  0.10667E+00   183    72   384
   1485  0.57000E+00  0.38477E-03  0.27191E+07  0.93314E+03  0.42101E+04  0.00000E+00  0.40860E+05  0.12631E+02  0.12595E+02  0.00000E+00 -0.60647E-05  0.57057E+00  0.35704E+05  0.18002E+01  0.28103E-02  0.18370E+00  0.81333E+00  0.78889E-01  0.10778E+00   183    71   388
   1511  0.58000E+00  0.38477E-03  0.27345E+07  0.96637E+03  0.42270E+04  0.00000E+00  0.41011E+05  0.12636E+02  0.12598E+02  0.00000E+00 -0.63241E-05  0.58810E+00  0.35805E+05  0.18001E+01  0.27558E-02  0.18495E+00  0.81333E+00  0.78889E-01  0.10778E+00   183    71   388
   1537  0.59000E+00  0.38477E-03  0.27498E+07  0.10001E+04  0.42421E+04  0.00000E+00  0.41160E+05  0.12641E+02  0.12601E+02  0.00000E+00 -0.64476E-05  0.60578E+00  0.35906E+05  0.18001E+01  0.27650E-02  0.18632E+00  0.81333E+00  0.77778E-01  0.10889E+00   183    70   392
   1563  0.60000E+00  0.38477E-03  0.27652E+07  0.10344E+04  0.42554E+04  0.00000E+00  0.41308E+05  0.12647E+02  0.12605E+02  0.00000E+00 -0.65488E-05  0.62360E+00  0.36006E+05  0.18001E+01  0.27374E-02  0.18819E+00  0.81333E+00  0.76667E-01  0.11000E+00   183    69   396
   1589  0.61000E+00  0.38477E-03  0.27805E+07  0.10692E+04  0.42669E+04  0.00000E+00  0.41454E+05  0.12652E+02  0.12608E+02  0.00000E+00 -0.67388E-05  0.64157E+00  0.36106E+05  0.18002E+01  0.27614E-02  0.19001E+00  0.81333E+00  0.76667E-01  0.11000E+00   183    69   396
   1615  0.62000E+00  0.38477E-03  0.27958E+07  0.11046E+04  0.42765E+04  0.00000E+00  0.41599E+05  0.12658E+02  0.12612E+02  0.00000E+00 -0.70010E-05  0.65969E+00  0.36205E+05  0.18002E+01  0.27037E-02  0.19188E+00  0.81333E+00  0.76667E-01  0.11000E+00   183    69   396
   1641  0.63000E+00  0.38478E-03  0.28112E+07  0.11404E+04  0.42843E+04  0.00000E+00  0.41742E+05  0.12663E+02  0.12616E+02  0.00000E+00 -0.72237E-05  0.67796E+00  0.36305E+05  0.18002E+01  0.27024E-02  0.19391E+00  0.81333E+00  0.76667E-01  0.11000E+00   183    69   396
   1667  0.64000E+00  0.38478E-03  0.28265E+07  0.11768E+04  0.42905E+04  0.00000E+00  0.41884E+05  0.12669E+02  0.12620E+02  0.00000E+00 -0.74250E-05  0.69637E+00  0.36405E+05  0.18002E+01  0.26832E-02  0.19640E+00  0.81333E+00  0.75556E-01  0.11111E+00   183    68   400
   1693  0.65000E+00  0.38478E-03  0.28418E+07  0.12137E+04  0.42949E+04  0.00000E+00  0.42025E+05  0.12676E+02  0.12624E+02  0.00000E+00 -0.76394E-05  0.71492E+00  0.36504E+05  0.18003E+01  0.26985E-02  0.19983E+00  0.81333E+00  0.74444E-01  0.11222E+00   183    67   404
   1719  0.66000E+00  0.38478E-03  0.28571E+07  0.12511E+04  0.42978E+04  0.00000E+00  0.42165E+05  0.12682E+02  0.12628E+02  0.00000E+00 -0.78835E-05  0.73362E+00  0.36603E+05  0.18003E+01  0.26689E-02  0.20503E+00  0.81333E+00  0.74444E-01  0.11222E+00   183    67   404
   1745  0.67000E+00  0.38478E-03  0.28724E+07  0.12891E+04  0.42991E+04  0.00000E+00  0.42303E+05  0.12688E+02  0.12632E+02  0.00000E+00 -0.80839E-05  0.75246E+00  0.36702E+05  0.18003E+01  0.26526E-02  0.21330E+00  0.81333E+00  0.73333E-01  0.11333E+00   183    66   408
   1771  0.68000E+00  0.38478E-03  0.28876E+07  0.13276E+04  0.42990E+04  0.00000E+00  0.42440E+05  0.12695E+02  0.12637E+02  0.00000E+00 -0.83046E-05  0.77144E+00  0.36801E+05  0.18003E+01  0.26805E-02  0.22614E+00  0.81333E+00  0.73333E-01  0.11333E+00   183    66   408
   1797  0.69000E+00  0.38478E-03  0.29029E+07  0.13666E+04  0.42979E+04  0.00000E+00  0.42576E+05  0.12702E+02  0.12641E+02  0.00000E+00 -0.85532E-05  0.79057E+00  0.36899E+05  0.18003E+01  0.26543E-02  0.24681E+00  0.81333E+00  0.72222E-01  0.11444E+00   183    65   412
   1823  0.70000E+00  0.38478E-03  0.29181E+07  0.14062E+04  0.42960E+04  0.00000E+00  0.42711E+05  0.12709E+02  0.12646E+02  0.00000E+00 -0.87968E-05  0.80983E+00  0.36996E+05  0.18003E+01  0.26448E-02  0.28376E+00  0.81333E+00  0.72222E-01  0.11444E+00   183    65   412
   1849  0.71000E+00  0.38478E-03  0.29334E+07  0.14463E+04  0.42936E+04  0.00000E+00  0.42844E+05  0.12716E+02  0.12651E+02  0.00000E+00 -0.90135E-05  0.82923E+00  0.37092E+05  0.18003E+01  0.26137E-02  0.36275E+00  0.80444E+00  0.80000E-01  0.11556E+00   181    72   416
   1876  0.72000E+00  0.32691E-03  0.29486E+07  0.14871E+04  0.42908E+04  0.00000E+00  0.42977E+05  0.12724E+02  0.12656E+02  0.00000E+00 -0.99882E-05  0.84868E+00  0.37187E+05  0.19441E+01  0.26297E-02  0.52883E+00  0.80444E+00  0.78889E-01  0.11667E+00   181    71   420
   1909  0.73000E+00  0.30246E-03  0.29639E+07  0.15286E+04  0.42870E+04  0.00000E+00  0.43109E+05  0.12731E+02  0.12662E+02  0.00000E+00 -0.71379E-05  0.86803E+00  0.37281E+05  0.20917E+01  0.26057E-02  0.53252E+00  0.79556E+00  0.86667E-01  0.11778E+00   179    78   424
   1942  0.74000E+00  0.30525E-03  0.29791E+07  0.15706E+04  0.42819E+04  0.00000E+00  0.43240E+05  0.12741E+02  0.12668E+02  0.00000E+00 -0.13006E-04  0.88737E+00  0.37375E+05  0.20684E+01  0.25874E-02  0.51949E+00  0.79111E+00  0.85556E-01  0.12333E+00   178    77   444
   1975  0.75000E+00  0.31048E-03  0.29943E+07  0.16130E+04  0.42756E+04  0.00000E+00  0.43371E+05  0.12751E+02  0.12675E+02  0.00000E+00 -0.70983E-05  0.90676E+00  0.37469E+05  0.20385E+01  0.26105E-02  0.49383E+00  0.78667E+00  0.85556E-01  0.12778E+00   177    77   460
   2007  0.76000E+00  0.31512E-03  0.30094E+07  0.16559E+04  0.42680E+04  0.00000E+00  0.43500E+05  0.12763E+02  0.12683E+02  0.00000E+00 -0.13792E-04  0.92625E+00  0.37563E+05  0.20150E+01  0.25977E-02  0.47577E+00  0.78222E+00  0.83333E-01  0.13444E+00   176    75   484
   2039  0.77000E+00  0.31909E-03  0.30246E+07  0.16992E+04  0.42594E+04  0.00000E+00  0.43629E+05  0.12777E+02  0.12691E+02  0.00000E+00 -0.77499E-05  0.94583E+00  0.37657E+05  0.19968E+01  0.25908E-02  0.46625E+00  0.76444E+00  0.97778E-01  0.13778E+00   172    88   496
   2071  0.78000E+00  0.32260E-03  0.30398E+07  0.17429E+04  0.42494E+04  0.00000E+00  0.43757E+05  0.12792E+02  0.12699E+02  0.00000E+00 -0.26206E-05  0.96550E+00  0.37752E+05  0.19822E+01  0.25739E-02  0.45581E+00  0.75556E+00  0.10111E+00  0.14333E+00   170    91   516
   2102  0.79000E+00  0.32551E-03  0.30549E+07  0.17871E+04  0.42382E+04  0.00000E+00  0.43884E+05  0.12808E+02  0.12707E+02  0.00000E+00 -0.12001E-04  0.98527E+00  0.37846E+05  0.19702E+01  0.25935E-02  0.44475E+00  0.74667E+00  0.10333E+00  0.15000E+00   168    93   540
   2133  0.80000E+00  0.32791E-03  0.30699E+07  0.18318E+04  0.42259E+04  0.00000E+00  0.44009E+05  0.12826E+02  0.12716E+02  0.00000E+00 -0.86103E-05  0.10051E+01  0.37939E+05  0.19600E+01  0.25727E-02  0.43332E+00  0.73333E+00  0.11333E+00  0.15333E+00   165   102   552
   2164  0.81000E+00  0.32990E-03  0.30847E+07  0.18769E+04  0.42125E+04  0.00000E+00  0.44133E+05  0.12844E+02  0.12726E+02  0.00000E+00 -0.59294E-05  0.10251E+01  0.38031E+05  0.19511E+01  0.25620E-02  0.42107E+00  0.71556E+00  0.12667E+00  0.15778E+00   161   114   568
   2195  0.82000E+00  0.33143E-03  0.30995E+07  0.19224E+04  0.41982E+04  0.00000E+00  0.44255E+05  0.12864E+02  0.12735E+02  0.00000E+00 -0.37962E-05  0.10452E+01  0.38121E+05  0.19435E+01  0.25831E-02  0.40919E+00  0.70222E+00  0.13222E+00  0.16556E+00   158   119   596
   2226  0.83000E+00  0.33280E-03  0.31142E+07  0.19684E+04  0.41829E+04  0.00000E+00  0.44375E+05  0.12885E+02  0.12745E+02  0.00000E+00 -0.20020E-05  0.10653E+01  0.38211E+05  0.19367E+01  0.25621E-02  0.39902E+00  0.69778E+00  0.13556E+00  0.16667E+00   157   122   600
   2256  0.84000E+00  0.33414E-03  0.31287E+07  0.20149E+04  0.41667E+04  0.00000E+00  0.44495E+05  0.12906E+02  0.12756E+02  0.00000E+00 -0.14085E-04  0.10856E+01  0.38300E+05  0.19307E+01  0.25661E-02  0.38772E+00  0.66667E+00  0.16111E+00  0.17222E+00   150   145   620
